frame,time_s,cls_name,conf,x1,y1,x2,y2
571,22.840000,tie,0.498899,0.00,214.00,27.00,353.00
572,22.880000,tie,0.368370,0.00,214.00,27.00,353.00
573,22.920000,tie,0.433580,0.00,214.00,26.00,352.00
579,23.160000,tie,0.259266,0.00,214.00,26.00,353.00
583,23.320000,tie,0.500735,319.00,75.00,354.00,152.00
583,23.320000,tie,0.279626,418.00,179.00,440.00,233.00
584,23.360000,tie,0.824954,321.00,69.00,354.00,142.00
585,23.400000,tie,0.847940,322.00,68.00,354.00,136.00
589,23.560000,tie,0.266244,421.00,178.00,440.00,233.00
592,23.680000,brace,0.304419,306.00,67.00,353.00,161.00
596,23.840000,brace,0.434821,306.00,79.00,353.00,161.00
597,23.880000,tie,0.642435,417.00,160.00,438.00,255.00
599,23.960000,tie,0.580497,416.00,160.00,439.00,255.00
600,24.000000,tie,0.764460,413.00,160.00,438.00,255.00
603,24.120000,tie,0.326715,254.00,87.00,296.00,137.00
603,24.120000,brace,0.286439,408.00,123.00,440.00,158.00
606,24.240000,tie,0.290948,401.00,122.00,438.00,158.00
607,24.280000,tie,0.551908,401.00,122.00,437.00,157.00
609,24.360000,tie,0.495862,401.00,87.00,434.00,156.00
610,24.400000,tie,0.308068,399.00,87.00,434.00,156.00
615,24.600000,tie,0.483434,394.00,88.00,436.00,141.00
628,25.120000,tie,0.262000,322.00,64.00,354.00,113.00
629,25.160000,tie,0.330438,322.00,65.00,353.00,113.00
630,25.200000,tie,0.472903,322.00,65.00,353.00,113.00
632,25.280000,tie,0.280216,319.00,64.00,353.00,120.00
633,25.320000,pipe,0.276232,319.00,65.00,353.00,120.00
634,25.360000,tie,0.283887,318.00,66.00,353.00,121.00
636,25.440000,tie,0.280292,317.00,66.00,353.00,122.00
637,25.480000,tie,0.565879,317.00,65.00,353.00,122.00
638,25.520000,tie,0.450373,317.00,65.00,353.00,121.00
639,25.560000,tie,0.377878,317.00,65.00,353.00,121.00
649,25.960000,tie,0.272442,269.00,198.00,299.00,263.00
650,26.000000,tie,0.273076,269.00,198.00,299.00,263.00
654,26.160000,tie,0.256617,383.00,140.00,406.00,188.00
662,26.480000,tie,0.330250,320.00,66.00,334.00,141.00
663,26.520000,tie,0.529483,317.00,66.00,334.00,146.00
664,26.560000,tie,0.580306,317.00,66.00,334.00,146.00
665,26.600000,tie,0.473458,317.00,67.00,334.00,146.00
666,26.640000,tie,0.318623,317.00,67.00,334.00,146.00
