frame,time_s,cls_name,conf,x1,y1,x2,y2
335,13.400000,beam,0.303331,320.00,84.00,446.00,289.00
336,13.440000,beam,0.268966,320.00,84.00,446.00,289.00
339,13.560000,beam,0.344463,334.00,83.00,446.00,289.00
343,13.720000,beam,0.391761,335.00,83.00,446.00,290.00
344,13.760000,beam,0.302367,335.00,82.00,446.00,290.00
345,13.800000,beam,0.296392,335.00,83.00,446.00,290.00
346,13.840000,brace,0.458177,335.00,82.00,367.00,171.00
357,14.280000,tie,0.261632,404.00,158.00,443.00,264.00
364,14.560000,mask,0.261132,375.00,84.00,428.00,152.00
365,14.600000,mask,0.253972,375.00,84.00,428.00,152.00
371,14.840000,tie,0.257528,374.00,84.00,419.00,148.00
373,14.920000,tie,0.295363,374.00,84.00,420.00,148.00
375,15.000000,tie,0.255959,374.00,84.00,420.00,148.00
376,15.040000,tie,0.375181,378.00,84.00,420.00,148.00
377,15.080000,tie,0.501803,382.00,84.00,420.00,147.00
378,15.120000,tie,0.296261,375.00,84.00,420.00,147.00
379,15.160000,tie,0.336167,375.00,84.00,420.00,147.00
380,15.200000,tie,0.318396,375.00,84.00,420.00,146.00
391,15.640000,tie,0.268623,408.00,159.00,435.00,263.00
401,16.040000,tie,0.380527,308.00,155.00,344.00,205.00
427,17.080000,tie,0.259499,300.00,143.00,333.00,188.00
439,17.560000,tie,0.768874,333.00,68.00,361.00,130.00
440,17.600000,tie,0.751148,322.00,68.00,361.00,149.00
441,17.640000,mask,0.321519,241.00,83.00,311.00,286.00
441,17.640000,tie,0.689925,322.00,68.00,361.00,149.00
442,17.680000,tie,0.645478,322.00,67.00,361.00,149.00
443,17.720000,mask,0.490321,240.00,82.00,308.00,286.00
443,17.720000,tie,0.761509,322.00,67.00,361.00,149.00
444,17.760000,mask,0.606044,240.00,82.00,308.00,286.00
444,17.760000,tie,0.713420,322.00,67.00,361.00,149.00
445,17.800000,mask,0.455052,240.00,82.00,308.00,286.00
445,17.800000,tie,0.639199,322.00,67.00,361.00,149.00
446,17.840000,tie,0.598623,321.00,67.00,361.00,149.00
446,17.840000,tie,0.324403,390.00,87.00,421.00,138.00
447,17.880000,tie,0.556783,321.00,67.00,361.00,150.00
447,17.880000,tie,0.340130,390.00,86.00,422.00,138.00
448,17.920000,tie,0.594896,321.00,67.00,361.00,150.00
448,17.920000,tie,0.272787,391.00,85.00,423.00,148.00
449,17.960000,tie,0.353392,392.00,86.00,424.00,149.00
450,18.000000,tie,0.288040,392.00,86.00,425.00,150.00
451,18.040000,tie,0.304359,251.00,83.00,307.00,166.00
451,18.040000,tie,0.274471,394.00,86.00,432.00,151.00
452,18.080000,tie,0.552175,389.00,86.00,436.00,152.00
453,18.120000,tie,0.736650,389.00,84.00,432.00,154.00
457,18.280000,tie,0.448508,294.00,66.00,360.00,180.00
458,18.320000,tie,0.283046,295.00,66.00,360.00,175.00
459,18.360000,tie,0.432475,295.00,66.00,360.00,175.00
460,18.400000,tie,0.382434,297.00,66.00,360.00,168.00
462,18.480000,tie,0.680862,297.00,66.00,360.00,169.00
463,18.520000,tie,0.276770,297.00,66.00,360.00,154.00
466,18.640000,tie,0.768542,400.00,85.00,444.00,262.00
467,18.680000,tie,0.661192,400.00,85.00,444.00,262.00
467,18.680000,tie,0.281256,312.00,66.00,360.00,156.00
468,18.720000,tie,0.785671,401.00,86.00,444.00,262.00
469,18.760000,tie,0.754818,401.00,84.00,445.00,262.00
469,18.760000,tie,0.726208,327.00,66.00,359.00,144.00
470,18.800000,tie,0.763337,332.00,66.00,359.00,127.00
471,18.840000,tie,0.514450,402.00,86.00,447.00,263.00
471,18.840000,tie,0.763337,332.00,66.00,359.00,127.00
472,18.880000,tie,0.484125,402.00,86.00,446.00,263.00
472,18.880000,tie,0.552878,331.00,66.00,359.00,127.00
473,18.920000,tie,0.767815,402.00,86.00,447.00,263.00
473,18.920000,tie,0.317402,309.00,94.00,337.00,200.00
474,18.960000,tie,0.869785,403.00,86.00,447.00,263.00
474,18.960000,tie,0.382414,309.00,94.00,337.00,200.00
476,19.040000,tie,0.834850,403.00,86.00,447.00,263.00
477,19.080000,tie,0.410908,401.00,86.00,446.00,263.00
478,19.120000,tie,0.326411,401.00,86.00,446.00,263.00
483,19.320000,tie,0.268852,403.00,86.00,448.00,210.00
488,19.520000,tie,0.267312,403.00,85.00,449.00,210.00
489,19.560000,tie,0.301897,403.00,85.00,448.00,210.00
490,19.600000,tie,0.319590,403.00,85.00,448.00,210.00
490,19.600000,tie,0.300422,309.00,98.00,337.00,159.00
491,19.640000,tie,0.422839,403.00,84.00,448.00,210.00
492,19.680000,tie,0.410766,296.00,96.00,337.00,173.00
493,19.720000,tie,0.878026,290.00,67.00,337.00,206.00
494,19.760000,tie,0.277020,403.00,84.00,448.00,209.00
495,19.800000,tie,0.259910,402.00,84.00,448.00,210.00
495,19.800000,tie,0.326882,258.00,87.00,305.00,168.00
496,19.840000,tie,0.383702,262.00,90.00,301.00,137.00
497,19.880000,tie,0.369738,402.00,84.00,448.00,211.00
498,19.920000,tie,0.410641,402.00,86.00,442.00,175.00
507,20.280000,tie,0.348470,414.00,146.00,446.00,213.00
508,20.320000,tie,0.432517,402.00,123.00,446.00,212.00
509,20.360000,tie,0.432517,402.00,123.00,446.00,212.00
510,20.400000,tie,0.296882,301.00,68.00,337.00,246.00
510,20.400000,tie,0.383493,402.00,123.00,433.00,193.00
511,20.440000,tie,0.503068,402.00,124.00,433.00,187.00
512,20.480000,tie,0.542401,403.00,124.00,444.00,210.00
513,20.520000,tie,0.549528,403.00,124.00,444.00,210.00
514,20.560000,tie,0.722870,414.00,146.00,444.00,212.00
514,20.560000,tie,0.308493,319.00,69.00,338.00,150.00
515,20.600000,tie,0.303736,313.00,68.00,338.00,145.00
515,20.600000,tie,0.562686,403.00,123.00,441.00,149.00
516,20.640000,tie,0.261322,312.00,68.00,340.00,141.00
516,20.640000,tie,0.636066,403.00,123.00,441.00,149.00
517,20.680000,tie,0.765165,403.00,123.00,440.00,149.00
526,21.040000,tie,0.427458,311.00,65.00,357.00,150.00
526,21.040000,tie,0.446467,403.00,175.00,443.00,222.00
527,21.080000,tie,0.308386,318.00,65.00,357.00,155.00
527,21.080000,tie,0.757055,404.00,177.00,443.00,226.00
528,21.120000,tie,0.261282,412.00,159.00,443.00,251.00
531,21.240000,tie,0.323353,304.00,66.00,340.00,175.00
583,23.320000,tie,0.367894,319.00,75.00,354.00,152.00
583,23.320000,tie,0.577251,383.00,127.00,418.00,160.00
584,23.360000,tie,0.500217,321.00,69.00,354.00,142.00
585,23.400000,tie,0.437375,322.00,68.00,354.00,136.00
586,23.440000,tie,0.335155,322.00,69.00,354.00,126.00
587,23.480000,tie,0.410630,323.00,69.00,354.00,124.00
591,23.640000,tie,0.387115,306.00,67.00,354.00,161.00
596,23.840000,tie,0.618691,401.00,124.00,426.00,196.00
601,24.040000,tie,0.519982,410.00,159.00,438.00,226.00
602,24.080000,tie,0.253205,251.00,88.00,299.00,168.00
603,24.120000,tie,0.323096,409.00,155.00,438.00,226.00
604,24.160000,tie,0.323320,409.00,155.00,438.00,226.00
605,24.200000,tie,0.456242,408.00,154.00,438.00,226.00
606,24.240000,tie,0.538812,401.00,122.00,438.00,158.00
607,24.280000,tie,0.720177,401.00,122.00,437.00,157.00
608,24.320000,tie,0.259056,403.00,121.00,437.00,157.00
609,24.360000,tie,0.261045,401.00,87.00,434.00,156.00
611,24.440000,tie,0.281738,399.00,87.00,435.00,141.00
614,24.560000,tie,0.441655,389.00,86.00,436.00,195.00
617,24.680000,tie,0.321887,389.00,88.00,437.00,156.00
619,24.760000,tie,0.586700,388.00,89.00,437.00,155.00
620,24.800000,tie,0.591971,387.00,88.00,427.00,159.00
628,25.120000,tie,0.422195,322.00,64.00,354.00,113.00
632,25.280000,tie,0.678683,319.00,64.00,353.00,120.00
633,25.320000,tie,0.405601,319.00,65.00,353.00,120.00
636,25.440000,tie,0.279189,317.00,66.00,353.00,122.00
637,25.480000,tie,0.408439,317.00,65.00,353.00,122.00
638,25.520000,tie,0.387339,317.00,65.00,353.00,121.00
639,25.560000,tie,0.320941,317.00,65.00,353.00,121.00
648,25.920000,brace,0.556715,318.00,66.00,353.00,118.00
649,25.960000,pipe,0.382298,319.00,65.00,353.00,118.00
650,26.000000,pipe,0.307001,319.00,65.00,353.00,118.00
654,26.160000,tie,0.335039,320.00,65.00,353.00,131.00
657,26.280000,tie,0.314868,334.00,153.00,374.00,178.00
660,26.400000,tie,0.285385,338.00,140.00,374.00,177.00
666,26.640000,tie,0.263052,383.00,124.00,423.00,160.00
671,26.840000,tie,0.720647,386.00,126.00,425.00,165.00
672,26.880000,tie,0.578589,387.00,126.00,424.00,165.00
686,27.440000,tie,0.279202,367.00,126.00,418.00,169.00
687,27.480000,tie,0.395599,367.00,127.00,418.00,168.00
688,27.520000,tie,0.357021,366.00,127.00,418.00,169.00
689,27.560000,tie,0.381699,368.00,125.00,419.00,170.00
691,27.640000,tie,0.319072,377.00,125.00,419.00,171.00
692,27.680000,tie,0.305847,379.00,125.00,419.00,173.00
